household_key,voucher_recommendation_rank,recommended_item,recommended_item_group,predicted_purchase_score,strongest_purchased_anchor_item,strongest_purchased_anchor_group,anchor_item_similarity,household_eligible_item_count,recommended_item_basket_count,score_method,diversity_relaxed_flag
2040,1,DINNER MXS:DRY,GROCERY,0.292148262461851,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,122,13302,top_5_filtered_similarity_mean,0
2040,2,TOMATOES,PRODUCE,0.27410861569152817,VEGETABLES SALAD,PRODUCE,0.3217203886769275,122,15256,top_5_filtered_similarity_mean,0
2040,3,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,122,10864,top_5_filtered_similarity_mean,0
2041,1,COLD CEREAL,GROCERY,0.3353128912239514,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,135,25128,top_5_filtered_similarity_mean,0
2041,2,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,135,4735,top_5_filtered_similarity_mean,0
2041,3,BROOMS AND MOPS,DRUG GM,0.07312158644450187,HOUSEHOLD CLEANG NEEDS,GROCERY,0.2230962916899287,135,3040,top_5_filtered_similarity_mean,0
2042,1,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,127,6488,top_5_filtered_similarity_mean,0
2042,2,HERBS,PRODUCE,0.16529124150998414,ONIONS,PRODUCE,0.21301152195113746,127,3261,top_5_filtered_similarity_mean,0
2042,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,127,7517,top_5_filtered_similarity_mean,0
2043,1,COLD CEREAL,GROCERY,0.3275718847560894,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,114,25128,top_5_filtered_similarity_mean,0
2043,2,VEGETABLES - ALL OTHERS,PRODUCE,0.27442220476561696,ONIONS,PRODUCE,0.29553283050427526,114,16345,top_5_filtered_similarity_mean,0
2043,3,BREAD,PASTRY,0.14653195218164905,CHEESE,GROCERY,0.15576074985195162,114,7954,top_5_filtered_similarity_mean,0
2044,1,DINNER MXS:DRY,GROCERY,0.292148262461851,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,91,13302,top_5_filtered_similarity_mean,0
2044,2,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,91,15518,top_5_filtered_similarity_mean,0
2044,3,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,91,10864,top_5_filtered_similarity_mean,0
2045,1,SOFT DRINKS,GROCERY,0.34500519559637993,BAG SNACKS,GROCERY,0.37453996828661845,43,71545,top_5_filtered_similarity_mean,0
2045,2,TROPICAL FRUIT,PRODUCE,0.3204866822635123,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,43,32466,top_5_filtered_similarity_mean,0
2045,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,43,23697,top_5_filtered_similarity_mean,0
2046,1,DRY NOODLES/PASTA,GROCERY,0.33401937036796403,PASTA SAUCE,GROCERY,0.5010828360778531,76,14017,top_5_filtered_similarity_mean,0
2046,2,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,76,17114,top_5_filtered_similarity_mean,0
2046,3,VEGETABLES - ALL OTHERS,PRODUCE,0.27460040955204096,ONIONS,PRODUCE,0.29553283050427526,76,16345,top_5_filtered_similarity_mean,0
2047,1,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,167,4469,top_5_filtered_similarity_mean,0
2047,2,FLOUR & MEALS,GROCERY,0.15913659642470623,SUGARS/SWEETNERS,GROCERY,0.1907342342278968,167,3135,top_5_filtered_similarity_mean,0
2047,3,SOAP - LIQUID & BAR,DRUG GM,0.1589217716109197,HAIR CARE PRODUCTS,DRUG GM,0.20766278089154525,167,5861,top_5_filtered_similarity_mean,0
2048,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,98,32466,top_5_filtered_similarity_mean,0
2048,2,PASTA SAUCE,GROCERY,0.31994101637596967,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,98,11722,top_5_filtered_similarity_mean,0
2048,3,CANDY - PACKAGED,DRUG GM,0.1990215756959367,SOFT DRINKS,GROCERY,0.20707316127347317,98,21503,top_5_filtered_similarity_mean,0
2049,1,BEEF,MEAT,0.3477361767038814,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,89,36695,top_5_filtered_similarity_mean,0
2049,2,VEGETABLES - SHELF STABLE,GROCERY,0.3220863509105267,SOUP,GROCERY,0.3347097120331105,89,22588,top_5_filtered_similarity_mean,0
2049,3,ONIONS,PRODUCE,0.2648072969763205,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,89,15553,top_5_filtered_similarity_mean,0
205,1,VEGETABLES - SHELF STABLE,GROCERY,0.32675249521162875,BEEF,MEAT,0.35804043353862086,141,22588,top_5_filtered_similarity_mean,0
205,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,141,17114,top_5_filtered_similarity_mean,0
205,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24079899283010398,EGGS,GROCERY,0.25885355017337613,141,10971,top_5_filtered_similarity_mean,0
2050,1,HISPANIC,GROCERY,0.2676978453356336,CHEESE,GROCERY,0.30803595202412537,155,14255,top_5_filtered_similarity_mean,0
2050,2,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,155,4735,top_5_filtered_similarity_mean,0
2050,3,SOAP - LIQUID & BAR,DRUG GM,0.1589217716109197,HAIR CARE PRODUCTS,DRUG GM,0.20766278089154525,155,5861,top_5_filtered_similarity_mean,0
2051,1,POTATOES,PRODUCE,0.26947429957855545,BEEF,MEAT,0.2863332507481838,133,15284,top_5_filtered_similarity_mean,0
2051,2,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,133,10864,top_5_filtered_similarity_mean,0
2051,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,133,12371,top_5_filtered_similarity_mean,0
2052,1,BAKED BREAD/BUNS/ROLLS,GROCERY,0.34983760287342003,CHEESE,GROCERY,0.4500893368435206,30,60263,top_5_filtered_similarity_mean,0
2052,2,BEEF,MEAT,0.3116503712450507,CHEESE,GROCERY,0.3821015348593105,30,36695,top_5_filtered_similarity_mean,0
2052,3,TROPICAL FRUIT,PRODUCE,0.2665936994924266,CHEESE,GROCERY,0.31364327358632127,30,32466,top_5_filtered_similarity_mean,0
2053,1,CRACKERS/MISC BKD FD,GROCERY,0.3129574168401167,CHEESE,GROCERY,0.33926319918845915,129,22702,top_5_filtered_similarity_mean,0
2053,2,CARROTS,PRODUCE,0.22085074583064973,VEGETABLES - ALL OTHERS,PRODUCE,0.2897394778503322,129,8400,top_5_filtered_similarity_mean,0
2053,3,MEAT - MISC,MEAT-PCKGD,0.20098771903766396,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21992499085505302,129,8420,top_5_filtered_similarity_mean,0
2054,1,CHEESE,GROCERY,0.40118252985033076,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,31,46856,top_5_filtered_similarity_mean,0
2054,2,LUNCHMEAT,MEAT-PCKGD,0.2891780715287341,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,31,23697,top_5_filtered_similarity_mean,0
2054,3,DELI MEATS,DELI,0.25937686282828126,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,31,17114,top_5_filtered_similarity_mean,0
2055,1,BEEF,MEAT,0.3581789476862284,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,123,36695,top_5_filtered_similarity_mean,0
2055,2,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,123,17114,top_5_filtered_similarity_mean,0
2055,3,PASTA SAUCE,GROCERY,0.3059174963037782,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,123,11722,top_5_filtered_similarity_mean,0
2056,1,DINNER MXS:DRY,GROCERY,0.2875353470273568,VEGETABLES - SHELF STABLE,GROCERY,0.29710493646232883,136,13302,top_5_filtered_similarity_mean,0
2056,2,CITRUS,PRODUCE,0.212824922576905,TROPICAL FRUIT,PRODUCE,0.25213673533062303,136,10110,top_5_filtered_similarity_mean,0
2056,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,136,8209,top_5_filtered_similarity_mean,0
2057,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,136,11320,top_5_filtered_similarity_mean,0
2057,2,DRY BN/VEG/POTATO/RICE,GROCERY,0.27384564393921923,VEGETABLES - SHELF STABLE,GROCERY,0.3098131037514412,136,13261,top_5_filtered_similarity_mean,0
2057,3,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,136,15256,top_5_filtered_similarity_mean,0
2058,1,MEAT - SHELF STABLE,GROCERY,0.2842553632575912,DINNER MXS:DRY,GROCERY,0.3028661333919106,166,13797,top_5_filtered_similarity_mean,0
2058,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,166,12371,top_5_filtered_similarity_mean,0
2058,3,HOT DOGS,MEAT-PCKGD,0.2417721889144314,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,166,10921,top_5_filtered_similarity_mean,0
2059,1,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,0.26756147787663664,COLD CEREAL,GROCERY,0.310442902696737,142,13987,top_5_filtered_similarity_mean,0
2059,2,CITRUS,PRODUCE,0.212824922576905,TROPICAL FRUIT,PRODUCE,0.25213673533062303,142,10110,top_5_filtered_similarity_mean,0
2059,3,SOAP - LIQUID & BAR,DRUG GM,0.1568102805368685,HAIR CARE PRODUCTS,DRUG GM,0.20766278089154525,142,5861,top_5_filtered_similarity_mean,0
206,1,VEGETABLES - SHELF STABLE,GROCERY,0.3310205932897114,BEEF,MEAT,0.35804043353862086,61,22588,top_5_filtered_similarity_mean,0
206,2,TROPICAL FRUIT,PRODUCE,0.3204866822635123,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,61,32466,top_5_filtered_similarity_mean,0
206,3,CHICKEN,MEAT,0.24823073037344917,BEEF,MEAT,0.2856478769962882,61,15042,top_5_filtered_similarity_mean,0
2060,1,BAG SNACKS,GROCERY,0.35487381012469665,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,47,41975,top_5_filtered_similarity_mean,0
2060,2,TROPICAL FRUIT,PRODUCE,0.3204866822635123,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,47,32466,top_5_filtered_similarity_mean,0
2060,3,DELI MEATS,DELI,0.2526453425413894,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,47,17114,top_5_filtered_similarity_mean,0
2061,1,BEEF,MEAT,0.3448673141541469,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,44,36695,top_5_filtered_similarity_mean,0
2061,2,COLD CEREAL,GROCERY,0.3275718847560894,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,44,25128,top_5_filtered_similarity_mean,0
2061,3,LUNCHMEAT,MEAT-PCKGD,0.3049414483221692,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,44,23697,top_5_filtered_similarity_mean,0
2062,1,PAPER TOWELS,GROCERY,0.22084524917920006,BATH TISSUES,GROCERY,0.31805533572121436,171,10170,top_5_filtered_similarity_mean,0
2062,2,SQUASH,PRODUCE,0.11792321480640633,VEGETABLES - ALL OTHERS,PRODUCE,0.16326812896483475,171,2028,top_5_filtered_similarity_mean,0
2062,3,SHAVING CARE PRODUCTS,DRUG GM,0.1085495737875694,DEODORANTS,DRUG GM,0.16401408387775565,171,3286,top_5_filtered_similarity_mean,0
2063,1,FROZEN PIZZA,GROCERY,0.2929942954043147,FRZN MEAT/MEAT DINNERS,GROCERY,0.3133833569227961,99,23142,top_5_filtered_similarity_mean,0
2063,2,FROZEN MEAT,MEAT-PCKGD,0.2001023633466546,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21477550038707524,99,8209,top_5_filtered_similarity_mean,0
2063,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,99,4735,top_5_filtered_similarity_mean,0
2064,1,FRUIT - SHELF STABLE,GROCERY,0.2689146813172519,VEGETABLES - SHELF STABLE,GROCERY,0.30687765908382175,177,13295,top_5_filtered_similarity_mean,0
2064,2,VALUE ADDED FRUIT,PRODUCE,0.14583896903531615,TROPICAL FRUIT,PRODUCE,0.17245091270414178,177,5847,top_5_filtered_similarity_mean,0
2064,3,SMOKED MEATS,MEAT,0.12470865136740714,VEGETABLES - SHELF STABLE,GROCERY,0.13159807584925656,177,3918,top_5_filtered_similarity_mean,0
2065,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,122,32466,top_5_filtered_similarity_mean,0
2065,2,REFRGRATD DOUGH PRODUCTS,GROCERY,0.25197812244718637,CHEESE,GROCERY,0.2857321131737907,122,14118,top_5_filtered_similarity_mean,0
2065,3,SMOKED MEATS,MEAT,0.12470865136740714,VEGETABLES - SHELF STABLE,GROCERY,0.13159807584925656,122,3918,top_5_filtered_similarity_mean,0
2066,1,VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.35804043353862086,108,22588,top_5_filtered_similarity_mean,0
2066,2,APPLES,PRODUCE,0.2522396962151765,TROPICAL FRUIT,PRODUCE,0.31575158289636746,108,13210,top_5_filtered_similarity_mean,0
2066,3,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,108,10864,top_5_filtered_similarity_mean,0
2067,1,COLD CEREAL,GROCERY,0.3217614965692865,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,34,25128,top_5_filtered_similarity_mean,0
2067,2,TROPICAL FRUIT,PRODUCE,0.3204866822635123,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,34,32466,top_5_filtered_similarity_mean,0
2067,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,34,23697,top_5_filtered_similarity_mean,0
2068,1,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,146,17114,top_5_filtered_similarity_mean,0
2068,2,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,146,6488,top_5_filtered_similarity_mean,0
2068,3,MEAT - MISC,MEAT-PCKGD,0.20098771903766396,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21992499085505302,146,8420,top_5_filtered_similarity_mean,0
2069,1,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,133,17594,top_5_filtered_similarity_mean,0
2069,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,133,13210,top_5_filtered_similarity_mean,0
2069,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,133,8209,top_5_filtered_similarity_mean,0
207,1,COLD CEREAL,GROCERY,0.3275718847560894,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,99,25128,top_5_filtered_similarity_mean,0
207,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,99,17114,top_5_filtered_similarity_mean,0
207,3,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,99,10864,top_5_filtered_similarity_mean,0
2070,1,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,189,4735,top_5_filtered_similarity_mean,0
2070,2,BUTTER,GROCERY,0.1541986007463258,CHEESE,GROCERY,0.1645168097410021,189,4948,top_5_filtered_similarity_mean,0
2070,3,SALADS/DIPS,DELI,0.1430545098429076,DELI MEATS,DELI,0.16129122631854456,189,6019,top_5_filtered_similarity_mean,0
2071,1,DINNER MXS:DRY,GROCERY,0.292148262461851,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,99,13302,top_5_filtered_similarity_mean,0
2071,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,99,11320,top_5_filtered_similarity_mean,0
2071,3,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,99,15518,top_5_filtered_similarity_mean,0
2072,1,REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,52,25920,top_5_filtered_similarity_mean,0
2072,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,52,17114,top_5_filtered_similarity_mean,0
2072,3,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,52,15518,top_5_filtered_similarity_mean,0
2073,1,TOMATOES,PRODUCE,0.27410861569152817,VEGETABLES SALAD,PRODUCE,0.3217203886769275,82,15256,top_5_filtered_similarity_mean,0
2073,2,PNT BTR/JELLY/JAMS,GROCERY,0.22417853188477505,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24502877654082592,82,10362,top_5_filtered_similarity_mean,0
2073,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,82,7517,top_5_filtered_similarity_mean,0
2074,1,ONIONS,PRODUCE,0.2807573747301727,PEPPERS-ALL,PRODUCE,0.3075117366367512,85,15553,top_5_filtered_similarity_mean,0
2074,2,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,85,17594,top_5_filtered_similarity_mean,0
2074,3,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,85,17114,top_5_filtered_similarity_mean,0
2075,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,147,11320,top_5_filtered_similarity_mean,0
2075,2,COFFEE,GROCERY,0.1871795082173457,FLUID MILK PRODUCTS,GROCERY,0.21374726865232654,147,11463,top_5_filtered_similarity_mean,0
2075,3,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,147,4469,top_5_filtered_similarity_mean,0
2076,1,DINNER MXS:DRY,GROCERY,0.292148262461851,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,164,13302,top_5_filtered_similarity_mean,0
2076,2,HAIR CARE PRODUCTS,DRUG GM,0.14799398382344564,FLUID MILK PRODUCTS,GROCERY,0.15484663784347685,164,7933,top_5_filtered_similarity_mean,0
2076,3,VALUE ADDED FRUIT,PRODUCE,0.14583896903531615,TROPICAL FRUIT,PRODUCE,0.17245091270414178,164,5847,top_5_filtered_similarity_mean,0
2077,1,VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.35804043353862086,110,22588,top_5_filtered_similarity_mean,0
2077,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,110,13210,top_5_filtered_similarity_mean,0
2077,3,PORK,MEAT,0.24563711467285598,BEEF,MEAT,0.3058265786268862,110,12371,top_5_filtered_similarity_mean,0
2078,1,MILK BY-PRODUCTS,GROCERY,0.29464073408766606,CHEESE,GROCERY,0.35946949395637046,95,19695,top_5_filtered_similarity_mean,0
2078,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,95,17114,top_5_filtered_similarity_mean,0
2078,3,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,95,15518,top_5_filtered_similarity_mean,0
2079,1,PASTA SAUCE,GROCERY,0.3164439990695901,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,138,11722,top_5_filtered_similarity_mean,0
2079,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,138,11320,top_5_filtered_similarity_mean,0
2079,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,138,10971,top_5_filtered_similarity_mean,0
208,1,FROZEN PIZZA,GROCERY,0.2929942954043147,FRZN MEAT/MEAT DINNERS,GROCERY,0.3133833569227961,120,23142,top_5_filtered_similarity_mean,0
208,2,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,120,15518,top_5_filtered_similarity_mean,0
208,3,MEAT - MISC,MEAT-PCKGD,0.20098771903766396,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21992499085505302,120,8420,top_5_filtered_similarity_mean,0
2080,1,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,123,17114,top_5_filtered_similarity_mean,0
2080,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,123,13210,top_5_filtered_similarity_mean,0
2080,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,123,12371,top_5_filtered_similarity_mean,0
2081,1,MILK BY-PRODUCTS,GROCERY,0.29464073408766606,CHEESE,GROCERY,0.35946949395637046,76,19695,top_5_filtered_similarity_mean,0
2081,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,76,17114,top_5_filtered_similarity_mean,0
2081,3,ONIONS,PRODUCE,0.2664862776768976,POTATOES,PRODUCE,0.28343653913621447,76,15553,top_5_filtered_similarity_mean,0
2082,1,TOMATOES,PRODUCE,0.2800155158374485,VEGETABLES SALAD,PRODUCE,0.3217203886769275,148,15256,top_5_filtered_similarity_mean,0
2082,2,BAKED SWEET GOODS,GROCERY,0.263708683466105,BAKED BREAD/BUNS/ROLLS,GROCERY,0.30633371903747186,148,18680,top_5_filtered_similarity_mean,0
2082,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,148,10971,top_5_filtered_similarity_mean,0
2083,1,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,172,12371,top_5_filtered_similarity_mean,0
2083,2,FRZN POTATOES,GROCERY,0.20470585261845428,FROZEN PIZZA,GROCERY,0.2140193763716565,172,8110,top_5_filtered_similarity_mean,0
2083,3,HERBS,PRODUCE,0.16529124150998414,ONIONS,PRODUCE,0.21301152195113746,172,3261,top_5_filtered_similarity_mean,0
2084,1,SOUP,GROCERY,0.32200441264446633,VEGETABLES - SHELF STABLE,GROCERY,0.3347097120331105,134,23576,top_5_filtered_similarity_mean,0
2084,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,134,13210,top_5_filtered_similarity_mean,0
2084,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,134,8209,top_5_filtered_similarity_mean,0
2085,1,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,194,4735,top_5_filtered_similarity_mean,0
2085,2,BUTTER,GROCERY,0.1541986007463258,CHEESE,GROCERY,0.1645168097410021,194,4948,top_5_filtered_similarity_mean,0
2085,3,DIAPERS & DISPOSABLES,DRUG GM,0.08390124835573633,BABY HBC,DRUG GM,0.2580220311217301,194,4570,top_5_filtered_similarity_mean,0
2086,1,BEANS - CANNED GLASS & MW,GROCERY,0.25488649197794444,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,169,9495,top_5_filtered_similarity_mean,0
2086,2,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24126544762187957,169,9863,top_5_filtered_similarity_mean,0
2086,3,MELONS,PRODUCE,0.1452094474864786,TROPICAL FRUIT,PRODUCE,0.16632583057670886,169,4321,top_5_filtered_similarity_mean,0
2087,1,FROZEN BREAD/DOUGH,GROCERY,0.2177881668013623,PASTA SAUCE,GROCERY,0.2676145078401784,162,7191,top_5_filtered_similarity_mean,0
2087,2,SALADS/DIPS,DELI,0.1430545098429076,DELI MEATS,DELI,0.16129122631854456,162,6019,top_5_filtered_similarity_mean,0
2087,3,DEODORANTS,DRUG GM,0.08899779024171653,ORAL HYGIENE PRODUCTS,DRUG GM,0.15166608994163888,162,4251,top_5_filtered_similarity_mean,0
2088,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,161,11320,top_5_filtered_similarity_mean,0
2088,2,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24126544762187957,161,9863,top_5_filtered_similarity_mean,0
2088,3,BERRIES,PRODUCE,0.20187766148684871,TROPICAL FRUIT,PRODUCE,0.25458327434190026,161,9113,top_5_filtered_similarity_mean,0
2089,1,EGGS,GROCERY,0.33090028465757826,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,14,27866,top_5_filtered_similarity_mean,0
2089,2,BEEF,MEAT,0.32846613268880465,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,14,36695,top_5_filtered_similarity_mean,0
2089,3,TROPICAL FRUIT,PRODUCE,0.32264506017616074,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,14,32466,top_5_filtered_similarity_mean,0
209,1,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,139,13210,top_5_filtered_similarity_mean,0
209,2,BEANS - CANNED GLASS & MW,GROCERY,0.2502438584895924,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,139,9495,top_5_filtered_similarity_mean,0
209,3,SOAP - LIQUID & BAR,DRUG GM,0.15681938354647842,HAIR CARE PRODUCTS,DRUG GM,0.20766278089154525,139,5861,top_5_filtered_similarity_mean,0
2090,1,TROPICAL FRUIT,PRODUCE,0.32979600808386483,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,97,32466,top_5_filtered_similarity_mean,0
2090,2,SOUP,GROCERY,0.31507812385968614,VEGETABLES - SHELF STABLE,GROCERY,0.3347097120331105,97,23576,top_5_filtered_similarity_mean,0
2090,3,CHEESES,DELI,0.2722670560719683,DELI MEATS,DELI,0.5124038182012465,97,11320,top_5_filtered_similarity_mean,0
2091,1,DINNER MXS:DRY,GROCERY,0.292148262461851,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,86,13302,top_5_filtered_similarity_mean,0
2091,2,POTATOES,PRODUCE,0.26947429957855545,BEEF,MEAT,0.2863332507481838,86,15284,top_5_filtered_similarity_mean,0
2091,3,BACON,MEAT-PCKGD,0.2458821229282068,EGGS,GROCERY,0.2782867893324901,86,10864,top_5_filtered_similarity_mean,0
2092,1,TROPICAL FRUIT,PRODUCE,0.33368641532920396,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,108,32466,top_5_filtered_similarity_mean,0
